City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
397,ribas do rio pardo,-20.4431,-53.7592,20.83000000000004,94,39,1.32,BR,1681371255
398,paamiut,61.994,-49.6678,0.12999999999999545,64,100,3.51,GL,1681371256
399,narsaq,60.9167,-46.05,-0.8799999999999955,79,99,2.13,GL,1681371256
400,zhigalovo,54.8097,105.1578,1.1899999999999977,38,100,2.38,RU,1681371257
401,senador jose porfirio,-2.5908,-51.9542,22.710000000000036,96,44,0.75,BR,1681371257
402,lungi,9.2212,-12.6831,26.260000000000048,72,23,2.84,SL,1681371257
403,sorong,-0.8833,131.25,29.220000000000027,73,61,4.82,ID,1681371258
404,patti,31.2808,74.8572,37.04000000000002,10,0,5.08,IN,1681371258
405,gat,31.61,34.7642,15.430000000000007,100,99,9.77,IL,1681371124
406,cardonal,20.6,-99.1333,12.810000000000002,84,77,1.18,MX,1681371259
407,maxineni,45.4,27.6333,12.53000000000003,61,99,0.86,RO,1681371260
408,leczyca,52.0596,19.1997,13.490000000000009,61,69,3.52,PL,1681371260
409,krasnoselkup,65.7,82.4667,-13.620000000000005,83,100,5.44,RU,1681371260
410,mehamn,71.0357,27.8492,-0.029999999999972715,69,0,10.8,NO,1681371262
411,soyo,-6.1349,12.3689,26.350000000000023,79,100,1.12,AO,1681371262
412,santa fe,-31.6333,-60.7,16.120000000000005,86,98,4.02,AR,1681371011
413,nouadhibou,20.931,-17.0347,17.99000000000001,94,40,2.06,MR,1681371263
414,broken hill,-31.95,141.4333,20.010000000000048,43,0,5.13,AU,1681371263
415,chuguyevka,44.1653,133.8633,10.79000000000002,30,2,3.69,RU,1681371264
416,zhigansk,66.7697,123.3711,-5.2099999999999795,88,100,2.5,RU,1681371264
417,nola,40.922,14.5329,18.140000000000043,50,13,1.9,IT,1681371265
418,batemans bay,-35.7167,150.1833,17.28000000000003,90,90,4.37,AU,1681371265
419,shancheng,34.7953,116.0817,21.260000000000048,67,96,1.34,CN,1681371265
420,farah,32.5,62.5,31.360000000000014,7,0,4.15,AF,1681371266
421,auki,-8.7676,160.7034,25.689999999999998,87,69,1.72,SB,1681371266
422,rio gallegos,-51.6226,-69.2181,-3.9699999999999704,93,0,1.54,AR,1681371267
423,minab,27.1467,57.0801,34.18000000000001,31,0,2.06,IR,1681371267
